BeingSalmanKhan|596715976156061698|2015-05-08 16:39:09|All those who prayed for and supported me thank u meherbani shukriya .
BeingSalmanKhan|588675048203886592|2015-04-16 12:07:23|@Thakkarhiral.  hiral's twitter handle.  chota maota  Kahbi kabhi abt me u can ask her. Jab netwrk nahi hota toh I tell her wat to tweet.
BeingSalmanKhan|588673094073458688|2015-04-16 11:59:37|http://t.co/wsqoC92cSq
BeingSalmanKhan|588672947176386560|2015-04-16 11:59:02|http://t.co/aGyLPIhuaC
BeingSalmanKhan|588672903421382657|2015-04-16 11:58:51|http://t.co/i7q7ptw1Gt
BeingSalmanKhan|588672764258553856|2015-04-16 11:58:18|http://t.co/37cjCfvAtf
BeingSalmanKhan|588003756882599936|2015-04-14 15:39:54|.  @khanarpita Excited about joining @fendicasa_india to bring the esteemed furniture brand Fendi Casa for Ace Maison to Mumbai!
BeingSalmanKhan|587979261476089856|2015-04-14 14:02:34|Dekh lo dubli patli sonakshi devi ko. Abb yakeen aah ya, wah! Kamaal karti ho yaar rajjo. http://t.co/pUAD3tGzgs
BeingSalmanKhan|587933047674109952|2015-04-14 10:58:56|RT @khanarpita: Excited about joining @fendicasa_india to bring the esteemed furniture brand Fendi Casa for Ace Maison to Mumbai!
BeingSalmanKhan|587907820789444609|2015-04-14 09:18:41|Arpita completed 5 yrs on twitter  today.
BeingSalmanKhan|587597991466287104|2015-04-13 12:47:32|Iss flying parindey k feathers gin k batao toh maanu. http://t.co/0xi0pWiBgs
BeingSalmanKhan|587595432835948546|2015-04-13 12:37:22|Aur aap sub ko bhi thank u too.
BeingSalmanKhan|587594565600681984|2015-04-13 12:33:56|N sorry, sonakshi devi too, she also had a small part to play in me joining twitter n counting followers. Thx dubli patli sonakshi devi.
BeingSalmanKhan|587592022099275776|2015-04-13 12:23:49|5 yrs on twitter! Thx to arbaaz .
BeingSalmanKhan|587216107225751552|2015-04-12 11:30:04|Ek Aur . https://t.co/UzmDvjf5mR
BeingSalmanKhan|587136342720581632|2015-04-12 06:13:07|For you . https://t.co/5XxJ6CwBFT
